v1,site_code,year_actual,plot,block,site_name,continent,country,region,managed,burned,grazed,anthropogenic,habitat,elevation,latitude,longitude,rain_pet,mat_v2,mat_range_v2,iso_v2,temp_var_v2,max_temp_v2,min_temp_v2,ann_temp_range_v2,temp_wet_q_v2,temp_dry_q_v2,temp_warm_q_v2,temp_cold_q_v2,map_v2,map_wet_m_v2,map_dry_m_v2,map_var_v2,map_wet_q_v2,map_dry_q_v2,map_warm_q_v2,map_cold_q_v2,ai,pet,n_dep,experiment_type,n,p,k,exclose,trt,first_nutrient_year,first_fenced_year,year_trt,sum_int_cover,sum_nat_cover,sum_unk_cover,total_cover,int_rich,nat_rich,unk_rich,rich,site_year_rich,site_richness,site_native_richness,site_introduced_richness,plot_beta,dead_mass,live_mass,total_mass,unsorted_mass,proportion_par,ambient_par,ground_par,pct_c,pct_c2,pct_n,pct_n2,ppm_p,ppm_k,ppm_ca,ppm_mg,ppm_s,ppm_na,ppm_zn,ppm_mn,ppm_fe,ppm_cu,ppm_b,ph,percentsand,percentsand_2,percentsilt,percentsilt_2,percentclay,percentclay_2,classification,richvegan,shan,simpson,even,site,soilts_post_trt_flag,soilts_after_n_treatment_yrs,soilts_pct_c,soilts_pct_n,soilts_ppm_p,soilts_ppm_k,soilts_ppm_ca,soilts_ppm_mg,soilts_ppm_s,soilts_ppm_na,soilts_ppm_zn,soilts_ppm_mn,soilts_ppm_fe,soilts_ppm_cu,soilts_ppm_b,soilts_organicmatter,soilts_ph,soilts_cationexchangecapacity,multiple_soildata_years,maxtrtyr,mintrtyr,has5yrsdata,has4yrsdata,has3yrsdata,has6yrsdata,iscontrol,ispretreatmentyr,istreatedyear,isfenced,newplotid,newblockid,avg_neighbor_rich,lagged_avg_neighbor_rich,avgtrtneighrichwithinblock,lagged_avgtrtneighrichwithinbloc,avgtrtneighrichwithinsite,lagged_avgtrtneighrichwithinsite,laggedrich,laggedlive_mass,changerich,changelive_mass,lagged_changelive_mass,lagged_changerich,rich_increase,rich_decrease,rich_nochange,changeground_par,changeambient_par,laggedeven,laggedshan,laggedsimpson,laggedplot_beta,changeevenness,changeshan,changesimpson,changeplot_beta,site_live_massyr,ave_site_live_mass,initial_site_rich,year,yr_in_plot,plst_id,site_code2,styr_id,duplicates,l_lmass,l_rich,l_nbrich,l_nbrichblock,l_simpson,l_even,l_ground_par,ihs_even,rich2,pais,tierra
661,"look.us",2013,17,2,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",6,"2","60.5","0","104.5","1","3","0",5,23,51,31,2,"10.2","101.05",204.6,305.65,"NA","0.244242424242424","1650",403,"19.35",19.35,"1.374",1.374,70,181,1145,70,46,26,4.6,38,94,1.4,.4,5.2,"68",68,"31.1",31.1,"0.8",.8,"Sandy Loam","5",1.0448919,2.4999142,.64922784,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_17","look.us_2",7.2758621,5.8965517,7.1111111,"5",7.222222,"5.92592592592593","6","310.5","-1","-105.9","287.7","1","FALSE","TRUE","FALSE","13.5","-165","0.686100882804353","1.22932775361043","2.86633792820053","8.5","-0.03687304563703","-0.18443585866575","-0.36642377493549","1.7",8174.87,6559.562,28,7,11,77,22,180,0,5.321057,1.609438,1.984562,1.961658,.9162564,-.4319716,5.998937,.6105768,25,"US","montane grassland"
664,"look.us",2014,17,2,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",7,"5","55","0","130","1","3","0",5,32,51,31,2,"10.2","128.05",191.65,319.7,"NA","0.285480349344978","1832",523,"19.35",19.35,"1.374",1.374,70,181,1145,70,46,26,4.6,38,94,1.4,.4,5.2,"68",68,"31.1",31.1,"0.8",.8,"Sandy Loam","5",1.1439185,2.5413534,.71075652,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_17","look.us_2",6.6086957,7.2758621,6.7142857,"7.11111111111111",6.523809,"7.22222222222222","5","204.6","0","-12.95","-105.9","-1","FALSE","FALSE","TRUE","120","182","0.649227837167323","1.04489189494468","2.49991415326504","10.2","0.061528681509842","0.0990265927240301","0.04143923019361","0",6970.65,6559.562,28,8,11,77,22,181,0,5.255671,1.609438,1.888386,1.904238,.9326968,-.3414254,6.259582,.6614564,25,"US","montane grassland"
667,"look.us",2015,17,2,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",8,"7","45","0","107","2","3","0",6,22,51,31,2,"8.5","134.1",62.95,197.05,"NA","0.340625","1600",545,"19.35",19.35,"1.374",1.374,70,181,1145,70,46,26,4.6,38,94,1.4,.4,5.2,"68",68,"31.1",31.1,"0.8",.8,"Sandy Loam","6",1.2866449,2.8515567,.71809021,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_17","look.us_2",7.3478261,6.6086957,6.7142857,"6.71428571428571",7.238095,"6.52380952380952","5","191.65","1","-128.7","-12.95","0","TRUE","FALSE","FALSE","22","-232","0.710756518677165","1.14391848766871","2.54135338345865","10.2","0.00733369003082995","0.14272644354379","0.31020327905692","-1.7",4838.45,6559.562,28,9,11,77,22,182,0,4.142341,1.791759,1.994405,1.904238,1.047865,-.3311601,6.300786,.6674237,36,"US","montane grassland"
670,"look.us",2016,17,2,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",9,"14","135","0","149","2","4","0",6,22,51,31,2,"8.5","122.4",205.3,327.7,"NA","0.518324607329843","1910",990,"19.35",19.35,"1.374",1.374,70,181,1145,70,46,26,4.6,38,94,1.4,.4,5.2,"68",68,"31.1",31.1,"0.8",.8,"Sandy Loam","6",1.3777868,3.1602847,.76895744,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_17","look.us_2",8.3043478,7.3478261,8.1428571,"6.71428571428571",8.380953,"7.23809523809524","6","62.95","0","142.35","-128.7","1","FALSE","FALSE","TRUE","445","310","0.718090208707995","1.2866449312125","2.85155666251557","8.5","0.050867234615768","0.0911418492962501","0.30872803499333","0",7452.1,6559.562,28,10,11,77,22,183,0,5.324472,1.791759,2.116779,2.097141,1.150662,-.2627197,6.897705,.7082442,36,"US","montane grassland"
673,"look.us",2017,17,2,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",10,"5","77","0","82","1","5","0",6,25,51,31,2,"8.5","11.9",234.75,246.65,"NA","0.756488128106019","1811",1370,"19.35",19.35,"1.374",1.374,70,181,1145,70,46,26,4.6,38,94,1.4,.4,5.2,"68",68,"31.1",31.1,"0.8",.8,"Sandy Loam","6",1.4573546,3.6823658,.81336511,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_17","look.us_2",7.3043478,8.3043478,6.8571429,"8.14285714285714",7.190476,"8.38095238095238","6","205.3","0","29.45","142.35","0","FALSE","FALSE","TRUE","380","-99","0.768957443323763","1.37778678050875","3.1602846975089","8.5","0.0444076665561119","0.0795678570582299","0.52208112943524","0",6780.2,6559.562,28,11,11,77,22,184,0,5.458521,1.791759,1.98847,1.925291,1.303555,-.2065752,7.222566,.7430707,36,"US","montane grassland"
644,"look.us",2007,26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",0,"3","43","0","56","2","8","0",11,28,51,31,2,"4.6364","77.6",57.55,135.15,"NA","0.420118343195266","338",142,"19.193",19.193,"1.156",1.156,49,121,792,67,40,34,2.7,27,102,1.8,.4,5,"NA",,"NA",,"NA",,"NA","11",1.8185811,4.5982405,.75840721,"look.us","0","0","19.193","1.156","49","121","792","67","40","34","2.7","27","102","1.8","0.4","6.1","5","6.9","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","look.us_26","look.us_3",7.5517241,,8,"NA",7.62963,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2943.8,6559.562,28,1,10,78,22,174,0,4.052654,2.397895,2.021776,2.079442,1.525674,-.2765348,4.955827,.6998594,121,"US","montane grassland"
647,"look.us",2008,26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",1,"7","98","0","120","2","7","0",10,22,51,31,2,"5.1","NA",,,"NA","0.366666666666667","607.5",222.75,"19.193",19.193,"1.156",1.156,49,121,792,67,40,34,2.7,27,102,1.8,.4,5,"NA",,"NA",,"NA",,"NA","10",1.8250459,4.6065259,.79260735,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_26","look.us_3",7.4137931,7.5517241,7,"8",7.518518,"7.62962962962963","11","57.55","-1","NA","NA","NA","FALSE","TRUE","FALSE","80.75","269.5","0.758407214693331","1.81858107496932","4.59824046920821","4.6364","0.0342001381125869","0.00646480019905993","0.00828544250004004","0.4636",7312.9,6559.562,28,2,10,78,22,175,0,,2.302585,2.003342,1.94591,1.527474,-.2324273,5.40605,.7268851,100,"US","montane grassland"
650,"look.us",2009,26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",2,"5","64","0","77","2","6","0",9,24,51,31,2,"5.6667","0.45",255.19999,255.64999,"NA","0.341750841750842","1485",507.5,"19.193",19.193,"1.156",1.156,49,121,792,67,40,34,2.7,27,102,1.8,.4,5,"NA",,"NA",,"NA",,"NA","9",1.7281421,4.4612491,.78651138,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_26","look.us_3",7.862069,7.4137931,8.6666667,"7",8,"7.51851851851852","10","NA","-1","NA","NA","-1","FALSE","TRUE","FALSE","284.75","877.5","0.792607352805918","1.82504587516838","4.60652591170825","5.1","-0.00609597396475303","-0.0969037432239701","-0.145276852265059","0.5667",12512.3,6559.562,28,3,10,78,22,176,0,5.542048,2.197225,2.06205,2.159484,1.495429,-.2401481,6.229496,.7221007,81,"US","montane grassland"
653,"look.us",2010,26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",3,"3","125","0","132","1","4","0",6,24,51,31,2,"8.5","76.2",106,182.2,"NA","0.603129445234708","1406",848,"19.193",19.193,"1.156",1.156,49,121,792,67,40,34,2.7,27,102,1.8,.4,5,"NA",,"NA",,"NA",,"NA","6",1.287098,2.8573303,.71834305,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_26","look.us_3",6.6896552,7.862069,5.7777778,"8.66666666666667",6.666667,"8","9","255.19999","-3","-149.19999","NA","-1","FALSE","TRUE","FALSE","340.5","-79","0.786511378841165","1.72814213194441","4.46124905944319","5.6667","-0.0681683262484839","-0.44104416530729","-1.60391878722279","2.8333",4295.851,6559.562,28,4,10,78,22,177,0,4.663439,1.791759,1.900562,1.754019,1.049888,-.330808,6.742881,.667629,36,"US","montane grassland"
656,"look.us",2011,26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",4,"0","66","0","90","0","7","0",8,24,51,31,2,"6.375","57.15",104.15,161.3,"NA","NA","NA",,"19.193",19.193,"1.156",1.156,49,121,792,67,40,34,2.7,27,102,1.8,.4,5,"NA",,"NA",,"NA",,"NA","8",1.6173543,4.2676502,.777783,"look.us","1","4","16.884","1.108","67","103","458","58","24","18","96.4","52","111","1.1","0.2","34.8","4.9","4.6","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_26","look.us_3",6.7586207,6.6896552,7,"5.77777777777778",6.814815,"6.66666666666667","6","106","2","-1.84999999999999","-149.19999","-3","TRUE","FALSE","FALSE","NA","NA","0.718343052592681","1.28709796663712","2.8573302722204","8.5","0.059439950279369","0.33025631994751","1.41031988584072","-2.125",3429.65,6559.562,28,5,10,78,22,178,0,4.645832,2.079442,1.910819,1.94591,1.451063,-.2513077,,.7152255,64,"US","montane grassland"
659,"look.us",2012,26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",5,"0","46","0","60","0","3","0",4,23,51,31,2,"12.75","53.15",287,340.15,"NA","0.424135910954892","1707",724,"19.193",19.193,"1.156",1.156,49,121,792,67,40,34,2.7,27,102,1.8,.4,5,"NA",,"NA",,"NA",,"NA","4",1.3751147,3.9130435,.99193556,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_26","look.us_3",5.9655172,6.7586207,5.8888889,"7",5.925926,"6.81481481481481","8","104.15","-4","182.85","-1.84999999999999","2","FALSE","TRUE","FALSE","NA","NA","0.77778300287205","1.61735428658463","4.26765015806112","6.375","0.214152553737026","-0.24223961786315","-0.35460667980025","6.375",7405.035,6559.562,28,6,10,78,22,179,0,5.659482,1.386294,1.785996,1.773067,1.364316,-.0080971,6.584791,.8756596,16,"US","montane grassland"
662,"look.us",2013,26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",6,"4","65","0","78","1","7","0",10,23,51,31,2,"5.1","100.65",273.35,374,"NA","0.543864678899083","1744",948.5,"19.193",19.193,"1.156",1.156,49,121,792,67,40,34,2.7,27,102,1.8,.4,5,"NA",,"NA",,"NA",,"NA","10",1.9780803,5.8275862,.85906935,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_26","look.us_3",7.1034483,5.9655172,7,"5.88888888888889",7.222222,"5.92592592592593","4","287","6","-13.65","182.85","-4","TRUE","FALSE","FALSE","224.5","37","0.991935556609076","1.37511466872148","3.91304347826087","12.75","-0.132866207931999","0.60296560739046","1.91454272863568","-7.65",8174.87,6559.562,28,7,10,78,22,180,0,5.610753,2.302585,1.96058,1.94591,1.762603,-.1519056,6.854882,.7781323,100,"US","montane grassland"
665,"look.us",2014,26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",7,"5","77","0","97.1","2","7","0",11,32,51,31,2,"4.6364","143.2",295.1,438.3,"NA","0.404469273743017","1790",724,"19.193",19.193,"1.156",1.156,49,121,792,67,40,34,2.7,27,102,1.8,.4,5,"NA",,"NA",,"NA",,"NA","11",2.0016466,6.298161,.83475147,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_26","look.us_3",6.3478261,7.1034483,6.7142857,"7",6.523809,"7.22222222222222","10","273.35","1","21.75","-13.65","6","TRUE","FALSE","FALSE","-224.5","46","0.859069348677077","1.97808027611194","5.82758620689655","5.1","-0.0243178801754169","0.0235663241696902","0.47057479403197","-0.4636",6970.65,6559.562,28,8,10,78,22,181,0,5.687315,2.397895,1.848112,1.904238,1.840258,-.1806212,6.584791,.7595752,121,"US","montane grassland"
668,"look.us",2015,26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",8,"30","58","0","113","2","7","0",10,22,51,31,2,"5.1","39.2",136.2,175.4,"NA","0.52760736196319","1630",860,"19.193",19.193,"1.156",1.156,49,121,792,67,40,34,2.7,27,102,1.8,.4,5,"NA",,"NA",,"NA",,"NA","10",2.0310801,6.8174052,.88208688,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_26","look.us_3",7.173913,6.3478261,7.4285714,"6.71428571428571",7.238095,"6.52380952380952","11","295.1","-1","-158.9","21.75","1","FALSE","TRUE","FALSE","136","-160","0.83475146850166","2.00164660028163","6.29816100092852","4.6364","0.0473354115642579","0.0294335004837798","0.51924423131921","0.4636",4838.45,6559.562,28,9,10,78,22,182,0,4.914124,2.302585,1.970451,2.005334,1.919479,-.1254647,6.756932,.7954928,100,"US","montane grassland"
671,"look.us",2016,26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",9,"39","82","0","121","2","6","0",8,22,51,31,2,"6.375","17.4",281.6,299,"NA","0.4","1900",760,"19.193",19.193,"1.156",1.156,49,121,792,67,40,34,2.7,27,102,1.8,.4,5,"NA",,"NA",,"NA",,"NA","8",1.7739095,5.1789883,.85307016,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_26","look.us_3",8.2173913,7.173913,8.5714286,"7.42857142857143",8.380953,"7.23809523809524","10","136.2","-2","145.4","-158.9","-1","FALSE","TRUE","FALSE","-100","270","0.882086880065918","2.03108010076541","6.81740523224773","5.1","-0.029016721474635","-0.25717057502329","-1.63841690539948","1.275",7452.1,6559.562,28,10,10,78,22,183,0,5.640488,2.079442,2.106253,2.148434,1.64461,-.1589135,6.633318,.7735749,64,"US","montane grassland"
674,"look.us",2017,26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20518,-122.1284,1078,6.895833,8.908333,41.43411,490.373,17.4,-4.1,21.5,2.533333,13.05,13.65,2.3,1877,318,27,66.3147,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,"2008",10,"8","63","0","146","1","6","0",8,25,51,31,2,"6.375","NA",170.1,170.1,"NA","0.841009988901221","1802",1515.5,"19.193",19.193,"1.156",1.156,49,121,792,67,40,34,2.7,27,102,1.8,.4,5,"NA",,"NA",,"NA",,"NA","8",1.4972821,3.1579259,.72004049,"look.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",10,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","look.us_26","look.us_3",7.2173913,8.2173913,7.1428571,"8.57142857142857",7.190476,"8.38095238095238","8","281.6","0","-111.5","145.4","-2","FALSE","FALSE","TRUE","755.5","-98","0.853070158591283","1.77390952574212","5.17898832684825","6.375","-0.133029665855135","-0.27662741345496","-2.02106240092232","0",6780.2,6559.562,28,11,10,78,22,184,0,5.136386,2.079442,1.976494,1.966113,1.149915,-.3284478,7.323501,.6690071,64,"US","montane grassland"
675,"marc.ar",2011,1,1,"Mar Chiquita","South America","AR","South America",0,0,0,0,"grassland",6,-37.71516,-57.42451,-278,14.31667,10.05,44.07895,464.9259,25.2,2.4,22.8,19.86667,9.366667,20,8.65,907,97,49,19.90022,275,169,269,172,.7508,1116,3.1964,"Experimental (Full Factorial)",0,0,0,0,"Control",2012,"2012",0,"7","91","0","116","2","9","0",13,24,70,40,14,"5.3846","437.5997",568.658,1006.2577,"NA","0.104195804195804","1430",149,"NA",,"NA",,,,,,,,,,,,,,"NA",,"NA",,"NA",,"NA","13",1.8346445,3.814059,.71527512,"marc.ar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE",5,0,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","marc.ar_1","marc.ar_1",11.241379,,9.7142857,"NA",11.13043,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10569.51,18258.47,24,5,6,79,23,185,0,6.343279,2.564949,2.419601,2.273597,1.338694,-.335088,5.003946,.6651355,169,"AR","grassland"
682,"marc.ar",2012,1,1,"Mar Chiquita","South America","AR","South America",0,0,0,0,"grassland",6,-37.71516,-57.42451,-278,14.31667,10.05,44.07895,464.9259,25.2,2.4,22.8,19.86667,9.366667,20,8.65,907,97,49,19.90022,275,169,269,172,.7508,1116,3.1964,"Experimental (Full Factorial)",0,0,0,0,"Control",2012,"2012",1,"7","84","0","111","1","10","0",12,33,70,40,14,"5.8333","152.4",310.3,462.7,"NA","0.0346177001806141","1661",57.5,"NA",,"NA",,,,,,,,,,,,,,"NA",,"NA",,"NA",,"NA","12",1.7336414,3.5285368,.69766861,"marc.ar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE",5,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","marc.ar_1","marc.ar_1",10.586207,11.241379,10.428571,"9.71428571428571",10.6087,"11.1304347826087","13","562.885","-1","-100.185","NA","NA","FALSE","TRUE","FALSE","-91.5","231","0.715275117079964","1.83464445196248","3.8140589569161","5.3846","-0.0176065106461111","-0.10100309248667","-0.2855221184519","0.448700000000001",30165.9,18258.47,24,6,6,79,23,186,0,5.73754,2.484907,2.359552,2.344549,1.260883,-.3600111,4.051785,.6507556,144,"AR","grassland"
689,"marc.ar",2013,1,1,"Mar Chiquita","South America","AR","South America",0,0,0,0,"grassland",6,-37.71516,-57.42451,-278,14.31667,10.05,44.07895,464.9259,25.2,2.4,22.8,19.86667,9.366667,20,8.65,907,97,49,19.90022,275,169,269,172,.7508,1116,3.1964,"Experimental (Full Factorial)",0,0,0,0,"Control",2012,"2012",2,"40","87","0","127","1","8","0",9,27,70,40,14,"7.7778","452.5",572.5,1025,"NA","0.0625782227784731","1598",100,"NA",,"NA",,,,,,,,,,,,,,"NA",,"NA",,"NA",,"NA","9",1.383802,2.9951718,.62979542,"marc.ar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE",5,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","marc.ar_1","marc.ar_1",8.5517241,10.586207,9.1428571,"10.4285714285714",8.869565,"10.6086956521739","12","462.7","-3","109.8","-100.185","-1","FALSE","TRUE","FALSE","42.5","-63","0.697668606433853","1.73364135947581","3.5285368384642","5.8333","-0.067873185730708","-0.34983938241306","-0.53336506501945","1.9445",12344,18258.47,24,7,6,79,23,187,0,6.350013,2.197225,2.146133,2.212973,1.097002,-.4623602,4.60517,.5942058,81,"AR","grassland"
