"","V1","site_code","year","plot","block","site_name","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","RAIN_PET","MAT_v2","MAT_RANGE_v2","ISO_v2","TEMP_VAR_v2","MAX_TEMP_v2","MIN_TEMP_v2","ANN_TEMP_RANGE_v2","TEMP_WET_Q_v2","TEMP_DRY_Q_v2","TEMP_WARM_Q_v2","TEMP_COLD_Q_v2","MAP_v2","MAP_WET_M_v2","MAP_DRY_M_v2","MAP_VAR_v2","MAP_WET_Q_v2","MAP_DRY_Q_v2","MAP_WARM_Q_v2","MAP_COLD_Q_v2","AI","PET","N_Dep","experiment_type","N","P","K","Exclose","trt","first_nutrient_year","first_fenced_year","year_trt","sum_INT_cover","sum_NAT_cover","sum_UNK_cover","total_cover","INT_rich","NAT_rich","UNK_rich","rich","site_year_rich","site_richness","site_native_richness","site_introduced_richness","plot_beta","dead_mass","live_mass","total_mass","unsorted_mass","proportion_par","Ambient_PAR","Ground_PAR","pct_C","pct_N","ppm_P","ppm_K","ppm_Ca","ppm_Mg","ppm_S","ppm_Na","ppm_Zn","ppm_Mn","ppm_Fe","ppm_Cu","ppm_B","pH","PercentSand","PercentSilt","PercentClay","Classification","rich.vegan","shan","simpson","even","site","soilts_post_trt_flag","soilts_after_n_treatment_yrs","soilts_pct_C","soilts_pct_N","soilts_ppm_P","soilts_ppm_K","soilts_ppm_Ca","soilts_ppm_Mg","soilts_ppm_S","soilts_ppm_Na","soilts_ppm_Zn","soilts_ppm_Mn","soilts_ppm_Fe","soilts_ppm_Cu","soilts_ppm_B","soilts_OrganicMatter","soilts_pH","soilts_CationExchangeCapacity","multiple_soildata_years","max.trt.yr","min.trt.yr","has.5.yrs.data","has.4.yrs.data","has.3.yrs.data","has.6.yrs.data","is.control","is.PretreatmentYr","is.TreatedYear","is.Fenced","newplotid","newblockid","avg_neighbor_rich","lagged_avg_neighbor_rich","avg.trt.neigh.rich.within.block","lagged_avg.trt.neigh.rich.within.block","avg.trt.neigh.rich.within.site","lagged_avg.trt.neigh.rich.within.site","laggedrich","laggedlive_mass","changerich","changelive_mass","lagged_changelive_mass","lagged_changerich","rich_increase","rich_decrease","rich_nochange","changeGround_PAR","changeAmbient_PAR","laggedeven","laggedshan","laggedsimpson","laggedplot_beta","changeEvenness","changeShan","changeSimpson","changePlot_beta","site_live_mass.yr","ave_site_live_mass","initial_site_rich","singleton","site.by.yeardummy"
"590",623,"lancaster.uk","2010",21,3,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,2,0,101,0,101,0,10,0,10,17,34,31,0,3.4,NA,65.4,65.4,NA,NA,145,NA,21.537,1.133,57,83,2077,161,51,51,6.6,61,379,3,0.4,5.1,49.4,33.2,17.3,"Loam",10,1.45489572925131,3.11480916030534,0.631853186958453,"lancaster.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_21","lancaster.uk_3",8.8,9.92,8.14285714285714,11.2857142857143,8.69565217391304,9.95652173913044,11,306.75,-1,-241.35,191.52,6,FALSE,TRUE,FALSE,NA,108.72,0.505994952593213,1.2133229048831,2.09937888198758,3.0909,0.12585823436524,0.24157282436821,1.01543027831776,0.3091,1600.3,4086.67181415929,16,FALSE,"lancaster.uk_2010"
"591",624,"lancaster.uk","2011",3,1,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,3,0,101,0,101,0,12,0,12,19,34,31,0,2.8333,NA,91.4,91.4,NA,0.821818181818182,192.5,158.2,20.8,1.041,24,91,1191,93,40,46,3.5,45,481,1.3,0.4,4.7,49.6,29,21.3,"Loam",12,1.91889010225654,4.58060170633139,0.772218184703335,"lancaster.uk",1,3,"15.007","0.824",42,222,1197,122,37,39,8.5,63,622,1.5,0.3,23.5,5,10.8,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_3","lancaster.uk_1",9.52,8.88,8.44444444444444,8.11111111111111,9.43478260869565,8.69565217391304,8,40.3,4,51.1,-28.2,-4,TRUE,FALSE,FALSE,NA,45.5,0.72748735636185,1.51276742986567,2.89189189189189,4.25,0.044730828341485,0.40612267239087,1.6887098144395,-1.4167,5742.86,4086.67181415929,16,FALSE,"lancaster.uk_2011"
"592",625,"lancaster.uk","2011",14,2,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,3,0,105,0,105,0,11,0,11,19,34,31,0,3.0909,NA,178.55,178.55,NA,0.0612691466083151,137.1,8.4,28.247,1.366,33,163,2066,127,51,46,6.5,37,446,2.7,0.4,4.8,NA,NA,NA,NA,11,1.53264488428142,2.80748663101604,0.639162561296017,"lancaster.uk",1,3,"22.769","1.237",56,214,1432,120,41,39,7.5,72,587,2.6,0.3,35.9,4.6,15.8,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_14","lancaster.uk_2",9.56,8.72,10.2857142857143,10,9.43478260869565,8.69565217391304,12,31.3,-1,147.25,-193.7,5,FALSE,TRUE,FALSE,NA,-10.9,0.669030348818694,1.66247796268956,3.16627634660422,2.8333,-0.029867787522677,-0.12983307840814,-0.35878971558818,0.2576,5742.86,4086.67181415929,16,FALSE,"lancaster.uk_2011"
"593",626,"lancaster.uk","2011",21,3,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,3,0,102,0,102,0,10,0,10,19,34,31,0,3.4,NA,98.15,98.15,NA,0.905591200733272,218.2,197.6,21.537,1.133,57,83,2077,161,51,51,6.6,61,379,3,0.4,5.1,49.4,33.2,17.3,"Loam",10,1.58481775538214,3.37573004542505,0.688277605984759,"lancaster.uk",1,3,"20.067","1.1",78,112,1516,128,45,42,10.3,68,463,3.4,0.3,33.3,4.8,14,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_21","lancaster.uk_3",9.6,8.8,9.85714285714286,8.14285714285714,9.43478260869565,8.69565217391304,10,65.4,0,32.75,-241.35,-1,FALSE,FALSE,TRUE,NA,73.2,0.631853186958453,1.45489572925131,3.11480916030534,3.4,0.0564244190263059,0.12992202613083,0.26092088511971,0,5742.86,4086.67181415929,16,FALSE,"lancaster.uk_2011"
"594",633,"lancaster.uk","2014",3,1,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,6,0,116,0,116,0,12,0,12,22,34,31,0,2.8333,5.6,121,126.6,NA,0.517547077525067,163.56,84.65,20.8,1.041,24,91,1191,93,40,46,3.5,45,481,1.3,0.4,4.7,49.6,29,21.3,"Loam",12,1.63893449144046,3.57302177376527,0.659555758998145,"lancaster.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_3","lancaster.uk_1",9.21739130434783,8.1304347826087,9.22222222222222,7.55555555555556,9.14285714285714,8.09523809523809,10,NA,2,NA,NA,-1,TRUE,FALSE,FALSE,NA,NA,0.648991207891822,1.49435748077591,2.89889793962626,3.4,0.010564551106323,0.14457701066455,0.67412383413901,-0.5667,3160.46,4086.67181415929,16,FALSE,"lancaster.uk_2014"
"595",634,"lancaster.uk","2014",14,2,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,6,0,97,0,97,0,9,0,9,22,34,31,0,3.7778,1.9,66.1,68,NA,0.483079237027415,146.27,70.66,28.247,1.366,33,163,2066,127,51,46,6.5,37,446,2.7,0.4,4.8,NA,NA,NA,NA,9,1.19029371945686,2.57146761410221,0.541726017328599,"lancaster.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_14","lancaster.uk_2",9.34782608695652,8.17391304347826,9.57142857142857,8.42857142857143,9.14285714285714,8.09523809523809,9,NA,0,NA,NA,-2,FALSE,FALSE,TRUE,NA,NA,0.517861475855029,1.13785796240428,2.46937787460663,3.7778,0.0238645414735701,0.05243575705258,0.10208973949558,0,3160.46,4086.67181415929,16,FALSE,"lancaster.uk_2014"
"596",635,"lancaster.uk","2014",21,3,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,6,0,104,0,104,0,11,0,11,22,34,31,0,3.0909,23.2,145.1,168.3,NA,0.381560962274467,146.32,55.83,21.537,1.133,57,83,2077,161,51,51,6.6,61,379,3,0.4,5.1,49.4,33.2,17.3,"Loam",11,1.27313081851321,2.62142510906447,0.530936789840473,"lancaster.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_21","lancaster.uk_3",9.26086956521739,8.21739130434783,8.4,8.6,9.14285714285714,8.09523809523809,8,NA,3,NA,NA,0,TRUE,FALSE,FALSE,NA,NA,0.49176118846073,1.02258864387109,1.96450151057402,4.25,0.039175601379743,0.25054217464212,0.65692359849045,-1.1591,3160.46,4086.67181415929,16,FALSE,"lancaster.uk_2014"
"597",636,"lancaster.uk","2015",3,1,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,7,0,103,0,103,0,11,0,11,22,34,31,0,3.0909,5.5,100.5,106,NA,0.774697580645161,198.4,153.7,20.8,1.041,24,91,1191,93,40,46,3.5,45,481,1.3,0.4,4.7,49.6,29,21.3,"Loam",11,1.89701359642253,5.2702434177844,0.791116116680396,"lancaster.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_3","lancaster.uk_1",9.78260869565217,9.21739130434783,8.88888888888889,9.22222222222222,9.85714285714286,9.14285714285714,12,121,-1,-20.5,NA,2,FALSE,TRUE,FALSE,69.05,34.84,0.659555758998145,1.63893449144046,3.57302177376527,2.8333,0.131560357682251,0.25807910498207,1.69722164401913,0.2576,5444.6,4086.67181415929,16,FALSE,"lancaster.uk_2015"
"598",637,"lancaster.uk","2015",14,2,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,7,0,107,0,112,0,8,0,9,22,34,31,0,3.7778,4,102.5,106.5,NA,0.770296084049666,209.4,161.3,28.247,1.366,33,163,2066,127,51,46,6.5,37,446,2.7,0.4,4.8,NA,NA,NA,NA,9,1.72481162716907,4.35858234885337,0.784995600795677,"lancaster.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_14","lancaster.uk_2",9.8695652173913,9.34782608695652,10.4285714285714,9.57142857142857,9.85714285714286,9.14285714285714,9,66.1,0,36.4,NA,0,FALSE,FALSE,TRUE,90.64,63.13,0.541726017328599,1.19029371945686,2.57146761410221,3.7778,0.243269583467078,0.53451790771221,1.78711473475116,0,5444.6,4086.67181415929,16,FALSE,"lancaster.uk_2015"
"599",638,"lancaster.uk","2015",21,3,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,7,0,102,0,102,0,9,0,9,22,34,31,0,3.7778,3,62,65,NA,0.894845360824742,194,173.6,21.537,1.133,57,83,2077,161,51,51,6.6,61,379,3,0.4,5.1,49.4,33.2,17.3,"Loam",9,1.57734443783097,3.7051282051282,0.717880390607704,"lancaster.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_21","lancaster.uk_3",9.8695652173913,9.26086956521739,10.8,8.4,9.85714285714286,9.14285714285714,11,145.1,-2,-83.1,NA,3,FALSE,TRUE,FALSE,117.77,47.68,0.530936789840473,1.27313081851321,2.62142510906447,3.0909,0.186943600767231,0.30421361931776,1.08370309606373,0.6869,5444.6,4086.67181415929,16,FALSE,"lancaster.uk_2015"
"600",639,"lancaster.uk","2016",3,1,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,8,0,110,0,114,0,12,0,13,24,34,31,0,2.6154,2,143.4,145.4,NA,0.502051282051282,195,97.9,20.8,1.041,24,91,1191,93,40,46,3.5,45,481,1.3,0.4,4.7,49.6,29,21.3,"Loam",13,1.87676956840065,4.65806451612903,0.731698488682068,"lancaster.uk",1,8,"12.71","0.76",31,163,917,103,26,45,6.2,59,637,0.1,0.3,26.7,4.7,12.3,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_3","lancaster.uk_1",10.6521739130435,9.78260869565217,10.1111111111111,8.88888888888889,10.5238095238095,9.85714285714286,11,100.5,2,42.9,-20.5,-1,TRUE,FALSE,FALSE,-55.8,-3.40000000000001,0.791116116680396,1.89701359642253,5.2702434177844,3.0909,-0.0594176279983281,-0.0202440280218801,-0.61217890165537,-0.4755,4927.5,4086.67181415929,16,FALSE,"lancaster.uk_2016"
"601",640,"lancaster.uk","2016",14,2,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,8,0,109,0,120,0,11,0,12,24,34,31,0,2.8333,2.65,129.95,132.6,NA,0.615679824561403,182.4,112.3,28.247,1.366,33,163,2066,127,51,46,6.5,37,446,2.7,0.4,4.8,NA,NA,NA,NA,12,1.61982929025882,3.46487006737247,0.651867260444979,"lancaster.uk",1,8,"18.79","0.94",52,227,1153,109,16,46,112.9,56,454,1.7,0.3,32.5,5.1,12.1,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_14","lancaster.uk_2",10.695652173913,9.8695652173913,10.2857142857143,10.4285714285714,10.5238095238095,9.85714285714286,9,102.5,3,27.45,36.4,0,TRUE,FALSE,FALSE,-49,-27,0.784995600795677,1.72481162716907,4.35858234885337,3.7778,-0.133128340350698,-0.10498233691025,-0.8937122814809,-0.9445,4927.5,4086.67181415929,16,FALSE,"lancaster.uk_2016"
"602",641,"lancaster.uk","2016",21,3,"Lancaster","Europe","UK","Europe",1,0,1,0,"mesic grassland",180,53.98562471,-2.628417566,723,8.00833334587514,7.01666668926676,37.522280229917,436.602758344046,17.2000007629395,-1.5,18.7000007629395,5.85000001390775,9.53333322207133,13.5833333333333,3.00000004967054,1522,170,85,25.3875071335594,503,270,323,424,2.2003,599,12.9586,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,2009,8,0,125,0,125,0,12,0,12,24,34,31,0,2.8333,2.08,155.85,157.93,NA,0.752750434279097,172.7,130,21.537,1.133,57,83,2077,161,51,51,6.6,61,379,3,0.4,5.1,49.4,33.2,17.3,"Loam",12,1.61670314679993,3.70875860431996,0.65060920776958,"lancaster.uk",1,8,"18.09","1.02",50,147,1171,115,30,55,204.7,78,408,1.8,0.3,43.9,5.1,12,TRUE,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"lancaster.uk_21","lancaster.uk_3",10.695652173913,9.8695652173913,11.6,10.8,10.5238095238095,9.85714285714286,9,62,3,93.85,-83.1,-2,TRUE,FALSE,FALSE,-43.6,-21.3,0.717880390607704,1.57734443783097,3.7051282051282,3.7778,-0.0672711828381241,0.03935870896896,0.00363039919175989,-0.9445,4927.5,4086.67181415929,16,FALSE,"lancaster.uk_2016"
"603",642,"look.us","2007",7,1,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20517707,-122.1284473,1078,6.89583333333333,8.90833330154419,41.4341092982206,490.373039532314,17.3999996185303,-4.09999990463257,21.4999995231628,2.53333322207133,13.0499999523163,13.6499999364217,2.29999993244807,1877,318,27,66.3147075582389,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,0,0,63,0,85,0,7,0,8,28,51,31,2,6.375,90.550005,126.549995,217.1,NA,0.228260869565217,230,52.5,17.355,1.262,71,115,419,27,37,36,3,37,91,1.2,0.3,4.8,70,29.1,0.8,"Sandy Loam",8,1.86616197479676,5.58778035576179,0.897434208844947,"look.us",0,0,"17.355","1.262",71,115,419,27,37,36,3,37,91,1.2,0.3,5.4,4.8,4.3,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"look.us_7","look.us_1",7.6551724137931,NA,6.66666666666667,NA,7.62962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2943.800025,6559.56132990196,28,FALSE,"look.us_2007"
"604",643,"look.us","2007",17,2,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20517707,-122.1284473,1078,6.89583333333333,8.90833330154419,41.4341092982206,490.373039532314,17.3999996185303,-4.09999990463257,21.4999995231628,2.53333322207133,13.0499999523163,13.6499999364217,2.29999993244807,1877,318,27,66.3147075582389,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,0,1,60,0,131,1,3,0,5,28,51,31,2,10.2,193.34999,102.350005,295.699995,NA,0.507418397626113,337,171,19.35,1.374,70,181,1145,70,46,26,4.6,38,94,1.4,0.4,5.2,68,31.1,0.8,"Sandy Loam",5,1.19070227810033,2.8423607066589,0.739824922043447,"look.us",0,0,"19.35","1.374",70,181,1145,70,46,26,4.6,38,94,1.4,0.4,5.5,5.2,8.6,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"look.us_17","look.us_2",7.75862068965517,NA,8.22222222222222,NA,7.62962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2943.800025,6559.56132990196,28,FALSE,"look.us_2007"
"605",644,"look.us","2007",26,3,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20517707,-122.1284473,1078,6.89583333333333,8.90833330154419,41.4341092982206,490.373039532314,17.3999996185303,-4.09999990463257,21.4999995231628,2.53333322207133,13.0499999523163,13.6499999364217,2.29999993244807,1877,318,27,66.3147075582389,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,0,3,43,0,56,2,8,0,11,28,51,31,2,4.6364,77.6,57.55,135.15,NA,0.420118343195266,338,142,19.193,1.156,49,121,792,67,40,34,2.7,27,102,1.8,0.4,5,NA,NA,NA,NA,11,1.81858107496932,4.59824046920821,0.758407214693331,"look.us",0,0,"19.193","1.156",49,121,792,67,40,34,2.7,27,102,1.8,0.4,6.1,5,6.9,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"look.us_26","look.us_3",7.55172413793103,NA,8,NA,7.62962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2943.800025,6559.56132990196,28,FALSE,"look.us_2007"
"606",645,"look.us","2008",7,1,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20517707,-122.1284473,1078,6.89583333333333,8.90833330154419,41.4341092982206,490.373039532314,17.3999996185303,-4.09999990463257,21.4999995231628,2.53333322207133,13.0499999523163,13.6499999364217,2.29999993244807,1877,318,27,66.3147075582389,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,1,0,66,0,106,0,6,0,7,22,51,31,2,7.2857,437.20001,1020.99997,1458.19998,NA,0.285527177472168,1527,436,17.355,1.262,71,115,419,27,37,36,3,37,91,1.2,0.3,4.8,70,29.1,0.8,"Sandy Loam",7,1.68017829889963,4.39249413604378,0.863440842690148,"look.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"look.us_7","look.us_1",7.51724137931035,7.6551724137931,7.88888888888889,6.66666666666667,7.51851851851852,7.62962962962963,8,126.549995,-1,894.449975,NA,NA,FALSE,TRUE,FALSE,383.5,1297,0.897434208844947,1.86616197479676,5.58778035576179,6.375,-0.033993366154799,-0.18598367589713,-1.19528621971801,0.9107,7312.899995,6559.56132990196,28,FALSE,"look.us_2008"
"607",646,"look.us","2008",17,2,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20517707,-122.1284473,1078,6.89583333333333,8.90833330154419,41.4341092982206,490.373039532314,17.3999996185303,-4.09999990463257,21.4999995231628,2.53333322207133,13.0499999523163,13.6499999364217,2.29999993244807,1877,318,27,66.3147075582389,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,1,5,73,0,83,1,3,0,5,22,51,31,2,10.2,111.25,418.900015,530.150015,NA,0.234105960264901,1510,353.5,19.35,1.374,70,181,1145,70,46,26,4.6,38,94,1.4,0.4,5.2,68,31.1,0.8,"Sandy Loam",5,1.17531457723231,2.58305211848519,0.730264005931597,"look.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"look.us_17","look.us_2",7.58620689655172,7.75862068965517,7.66666666666667,8.22222222222222,7.51851851851852,7.62962962962963,5,102.350005,0,316.55001,NA,NA,FALSE,FALSE,TRUE,182.5,1173,0.739824922043447,1.19070227810033,2.8423607066589,10.2,-0.00956091611184995,-0.0153877008680201,-0.25930858817371,0,7312.899995,6559.56132990196,28,FALSE,"look.us_2008"
"608",648,"look.us","2009",7,1,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"montane grassland",1500.492,44.20517707,-122.1284473,1078,6.89583333333333,8.90833330154419,41.4341092982206,490.373039532314,17.3999996185303,-4.09999990463257,21.4999995231628,2.53333322207133,13.0499999523163,13.6499999364217,2.29999993244807,1877,318,27,66.3147075582389,899,132,141,835,2.3085,820,2.8441,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,2,1,61,0,117,1,6,0,8,24,51,31,2,6.375,124.750005,397.95,522.700005,NA,0.134862385321101,1635,220.5,17.355,1.262,71,115,419,27,37,36,3,37,91,1.2,0.3,4.8,70,29.1,0.8,"Sandy Loam",8,1.46192318142699,3.28983417447729,0.70303644133511,"look.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"look.us_7","look.us_1",7.89655172413793,7.51724137931035,8,7.88888888888889,8,7.51851851851852,7,1020.99997,1,-623.04997,894.449975,-1,TRUE,FALSE,FALSE,-215.5,108,0.863440842690148,1.68017829889963,4.39249413604378,7.2857,-0.160404401355038,-0.21825511747264,-1.10265996156649,-0.9107,12512.299995,6559.56132990196,28,FALSE,"look.us_2009"
